93207,方太《油烟情书》,2.9k,4.0k
116152,青茶 | 寻找记忆裹的味道 | 感受生活本身的力量,1.0k,2.1k
10191015,寻找世界上最好的家 I 顾家家居 x 台北,1.3k,2.7k
10192960,人人贷理财 | 《平凡英雄》,2.0k,4.1k
10282643,新力集团,2.6k,3.2k
10291339,双面纽约 Fashion Film,1.2k,2.5k
10292405,中国平安 <智慧城市> 宣传片,1.8k,3.5k
10314316,点石数码《云端之上》CGArchitect国际建筑三维大赛金奖作品,242,426
10318221,飞猪 - 让世界变好玩,1.9k,2.9k
10331243,京东 X One Show：各有不凡，让每个想法都值得,1.2k,2.3k
10367156,众安 一辆开往天竺的火车,1.0k,2.1k
10421887,All the way north | 积家 | Jaeger LeCoultre,1.0k,2.1k
10423040,知乎 我们都是有问题的人,2.2k,4.5k
10428390,RESPECT 他们说，纹身是黑势力的表现？,733,1.5k
10443311,1LIN1 x 五芳斋 《招待所》,2.1k,4.3k
10466479,戛纳获奖！天马行空耐克广告《伦敦人所向披靡》,1.2k,2.4k
10472993,OPPO_Creator,1.1k,2.3k
10499240,又污又贱！终于挖到了「捡肥皂」的出处,1.6k,3.1k
10499365,人工智能温情广告《圣诞节2117》,362,724
10499379,反叛精神短片《胶片中的嬉皮士》,799,1.6k
10499406,除了你，我不会看其他人,1.2k,2.5k
10523152,北京潮代 | THE GENERATIONS IN BEIJING,1.8k,3.6k
10538112,JACK&JONES 天猫超级品牌日《 8000公里T台秀 》,2.8k,5.6k
10558821,云栖大会 - 开发者篇,2.1k,4.3k
10594280,万豪酒店Marriott  旅呈向往  |  Dir Cut,2.2k,4.4k
10622431,日本小学馆超萌广告《一年级生》,1.2k,2.4k
10659730,张艺谋竖屏贺岁第一辑《遇见你》,1.2k,2.4k
10660032,巴依尔的春节,2.3k,4.6k
10687469,给你点颜色看看!《漳州城市工业宣传片》导演版,294,956
10711929,依云蜘蛛侠创意广告《Baby and me 2》,172,354
10712652,创意搞笑薯片广告《取悦自我》,131,221
10713681,青春热血广告《奔跑吧，学生！》,126,253
10716026,麦当劳温情分屏广告《分享》,238,643
10718573,不善言辞的学霸交不到朋友，别慌，用这个！,1.1k,2.2k
10719459,表现力爆炸！这才是青春的样子,2.2k,4.4k
10719466,泰国又一魔性广告《贷款也疯狂》,137,276
10719854,贾樟柯导演中秋节短片《家圆团圆》,182,351
10775951,HUI&2020年秋冬主题片,1.4k,2.7k
10781024,奥迪Q8,1.2k,2.3k
10818243,HUAWEI P40 | 父亲节“你是爸爸眼中的唯一”,2.4k,4.9k
10843670,与自然发生一点故事｜CARMEN : 初秋时尚片,971,1.9k
10844490,高圆圆X红星地产 『致生活』,1.2k,2.4k
10848980,天猫TMALL｜加油白衬衫,2.3k,4.6k
10855668,路虎 - 发现世界的家,1.9k,3.9k
10865038,星花木兰丝绒玫瑰真我唇釉,1.3k,2.5k
10866534,《入画》——索尼A7S3官方样片,2.5k,4.9k
10875492,「每秒都是120倍热血」CFXOne Plus,1.5k,2.9k
10896769,rio×周冬雨空巢独饮万岁,1.6k,3.3k
10898910,华为 Matebook X - 轻启灵感,2.8k,5.7k
10900728,服装时尚短片,183,647
10903035,宝能·南京 金融中心 三维视效片 导演版,132,204
10913321,《小罐茶》童瑶篇·,1.2k,2.3k
10921699,小米10 x 国风雅灰色「花木兰」-30S版,528,1.0k
10922400,太真实！Apple 创意脑洞广告《过度分享》,2.4k,4.8k
10927726,New Balance 327 × 李斯丹妮,570,1.1k
10928091,vivo 影像+ 概念视频,1.3k,2.5k
10941796,Mercedes-Benz SUV Family_DIR Ver,713,1.4k
10941936,这脑洞可以！创意广告《社交距离茶壶》,1.5k,3.0k
10957127,人民日报 X 中国旅游集团 | 与大美河山一起出发,1.4k,2.6k
10957303,《无主之作》——使用小米10至尊纪念版拍摄,1.6k,3.2k
10994269,英菲尼迪【童瑶背后的支持】,156,290
11042454,乐高：谁丢了他的孙悟空,1.1k,2.1k
11044702,日本LINE戳心爱情短片《来自我以前喜欢的人》,1.8k,3.7k
11051173,Chevy SUV DIR,1.3k,2.7k
11061567,Mirror｜家庭智能健身镜子,1.3k,2.5k
11064491,日本耐克争议广告《不要坐等未来》,1.6k,3.3k
11074380,【宇哥幕后】如何拍摄一条有质感的咖啡广告？10分钟全干货解析,332,517
11078715,姬公尖灯笼柿饼 | 徽州古村落百年传承的传统手工艺#纪录片,567,1.1k
11083072,OPPO inno day 卷轴屏 病毒广告    dir. cut,700,1.3k
11092839,中国工商银行《用心生活的人不会被困境打败》DIR,1.7k,3.5k
11093982,Mercedes-AMG GT63S,769,1.5k
11096161,「网易有道词典笔」 广告应该怎么拍？DirCut,2.3k,4.2k
11109114,"《元气森林,这次一定!》元气森林✖️B站跨年晚会中插广告合集",1.3k,2.6k
11119253,2021 SG胜加出品：知乎「有问题 就会有答案」,1.8k,3.5k
11131047,Achill-王小卤虎皮凤爪,1.3k,2.7k
11136958,Lady land「姐姐在」,1.1k,2.3k
11137625,BMW - 新技术，还是老朋友可靠,1.4k,2.9k
11138381,泰式走心广告《菜鸟也要逆天改命》,647,1.3k
11147766,Doritos超级碗广告《平平的马修》,1.6k,3.2k
11155820,腾讯会议-汇聚共识,627,1.2k
11159772,泰式搞笑广告《我的暴躁女友》,1.7k,3.4k
11163936,泰式走心广告《一封牛写的家书》,1.0k,2.0k
11175898,美国运通 x 工商银行 信用卡 通透-自生万象 DIR CUT,708,1.3k
11176941,武汉临空港：不止一种维度,155,560
11180959,张英杰2020 调色作品集 tc showreel,534,1.0k
11182923,内外_NO BODY IS NOBODY 2021,1.5k,3.0k
11186601,《门》| 编程猫六周年宣传片,1.5k,2.8k
11194403,IKEA | 让活力蹦进新家,1.2k,2.4k
11212371,iPhone 12最新创意广告《摸索》,1.5k,3.1k
11217802,6G理想生活社群 重塑城市想象,587,1.1k
11226580,匠心制作伞中的奢侈品 （朵野 |胶囊伞品牌片）,669,1.3k
11244122,欧派家居OPPEIN新LOGO形象演绎大片,496,937
11251104,世界读书日特供《书籍，跨越山海》,1.2k,2.4k
11261892,《风华阆中》,650,1.2k
11263627,「万科」趣读书，用你的方式！,470,887
11302715,Ubras_欧阳娜娜：夏天的身体需要什么？,218,668
11329237,所有李雪琴的答案,1.1k,2.3k
11361198,「见真功夫」Dir.版  百度 x 少林 功夫短片,1.1k,2.2k
11382525,Avi Karpick导演_美食,500,937
11388299,创意转换脑洞广告《嗯，这很Ins》,1.8k,3.6k
11398541,BLOTT 昨日之岛：THE SHAPE OF WATER,500,949
11403007,醒神广告《我们是如何浪费时间的》,1.8k,3.5k
11407343,摸鱼党必看《办公室里的离谱幻想》,1.2k,2.3k
11409008,吉卜力风治愈广告《亲爱的爱丽丝》,671,1.3k
11441974,美团买药｜真的值得更多人知道,1.4k,2.9k
11447012,天猫奥运｜千里山河共加油,1.5k,3.1k
11455620,【W+美团】七夕爱情故事《一座城 帮我照顾一个人》,647,1.2k
11458664,元气森林原料安全篇 Dir,214,715
11463202,20天极限爆肝！快手超强剪纸动画《决战东京奥利给》回顾中国奥运征程！,1.1k,2.2k
11464931,迪拜官方又搞活儿！《浪漫的套路》,662,1.3k
11488099,《面面皆道》西安十四运创意短片,1.3k,2.6k
11495102,小罐茶教师节广告片,584,1.1k
11497832,【美团】美团外卖-老师的那些花儿-Dir Cut,534,1.0k
11508095,SG胜加出品：Timberland「没有穿不坏的鞋 只有踢不烂的你」,402,1.0k
11515895,美团跑腿：我是你的腿,1.2k,2.5k
11523117,#陈坤仙草国风大片#时尚芭莎十月纪念刊#,318,596
11529749,美团假期,1.4k,2.8k
11533341,牧女之歌 A Song About The Nomads,1.0k,2.1k
11535547,中国互联网发展基金会｜快手 《中国服务者宣言》 -  导演版,602,1.1k
11541956,蕉内视觉大片,1.4k,2.8k
11548016,HEYTEA喜茶《橘之味系列｜父女篇》,1.9k,3.8k
11567193,赛博朋克的魔都，这里是上海！豫园！《国风大秀》,1.5k,2.9k
11583047,“敬每一個认真生活的人”EVERPURE爱惠浦净水系统 年度形象影片,1.4k,2.9k
11598295,京东电脑11.11｜新生不凡,1.2k,2.3k
11614266,没 有 预 算 - DJI Ronin 4D 测试短片,1.4k,2.8k
11617927,美团优选-做饭人,1.4k,2.7k
11630587,荣耀Magic3《眼神杀》,1.7k,3.4k
11639122,「透口气 致每一刻的你」DIR.,342,653
11656600,农夫山泉苏打气泡水「想去海边」- DIR,1.3k,2.6k
11669038,BMW i 品牌篇 - 你心中的绿洲 - 完整版,830,1.6k
11674757,NIKE街舞概念片《创 · CREATION》,565,1.1k
11690495,索丨京东Red Story品牌故事2021,330,627
11714350,途锐TOUAREG-DIRCUT三合一,1.0k,2.0k
11714797,小红书｜《潮人日记》Dir,1.0k,2.1k
11721458,快手短剧《过过过年》,1.6k,3.1k
11729684,海尔三翼鸟 - 社杂青年的年,1.1k,2.2k
11733305,BURBERRY x HYPEBEAST 2022 CNY 大地之声,1.1k,2.3k
11735479,你快来，不常见绝美质感广告《香水》,1.3k,2.6k
11740586,《孟翔的飞车》｜QQ飞车手游年度贺岁片,661,1.2k
11745293,周大福｜经典·传承系列,171,312
11763780,字节跳动商业化2022春招 | 《“出 廠”》 DIR VERSION,1.6k,3.2k
11768088,Wonderland·林允｜冬奥失重感CG大片,799,1.6k
11773479,飞凡汽车 | Dir Cut,1.6k,3.2k
11785996,「集齐名场面」 张智霖x志邦《智敬经典》-DIR,683,1.3k
11787435,饿了么-送给上海的拼贴诗,1.4k,2.8k
11789341,韩束《致同龄人》：有人在偷偷羡慕你,1.5k,2.9k
11790356,MEITUAN｜她正在绽放,1.4k,2.8k
11808650,大众汽车 |  城市新生-北京篇,847,1.6k
11809965,999感冒灵｜种春天：世间温暖，因你而来,2.6k,5.1k
11815172,丝滑转场你值得拥有，养乐多《节奏》,1.5k,3.2k
11815373,OPPO Find X5 Pro 的诞生,1.0k,2.1k
11818877,蚂蚁集团春招｜《回响》导演版,1.4k,2.8k
11828614,2022蔚来校招宣传片｜时代的召唤,206,444
11829341,当生活变成一幅油画《花开》,1.3k,2.6k
11838361,BMW X5 内心之势不可挡,1.3k,2.7k
11838428,CoCo都可《一杯一颗梅，一口一清闲》 | Dir Cut,1.1k,2.3k
11842177,伪一镜到底无缝转场广告《面粉》,1.4k,2.7k
11843923,运动感满满创意广告《春天就要快乐》,997,2.0k
11850247,adidas NEO | 冲向元宇宙!,1.2k,2.4k
11851663,Apple 信用卡最新广告《巧克力》,1.0k,2.0k
11852710,同一屋檐下的时差情侣，你们经历过吗？,1.2k,2.5k
11853274,Adidas Originals // Legacy,1.2k,2.3k
11859015,电影感十足！奔驰拍出《盗梦空间》,1.6k,3.3k
11863011,哈啰 | 《陪伴生活每一天》| 品牌故事TVC,1.3k,2.6k
11866376,“我，一切皆有可能”——李宁女子专业运动广告2022,1.1k,2.2k
11877352,3千万青年的《乡村滤镜发布会》，海量滤镜五四上新！,1.5k,2.9k
11883191,妈妈爱花 我们爱她,135,232
11884131,adidas NEO x Keith Haring | 保护我方地球,852,1.7k
11896838,VANS 格局大开 | Step.Jad,387,726
11899613,沙县小吃史上的第一条广告！,2.2k,4.5k
11901426,震撼眼球的视觉转场《色彩抖动》,1.3k,2.7k
11903624,BMW 本色不改 驾趣如新,1.2k,2.5k
11903815,《从大话，到兄弟》大话20周年品牌片,1.1k,2.2k
11925056,日本青春励志广告《未来的可能》,1.2k,2.4k
11927729,六一跨界斗“困”兽|乐虎×虎标《两只老虎》成人联名版魔性洗脑MV_Dir.Cut,765,1.5k
11928247,balabala×故宫,574,1.1k
11928388,KTC随心屏DIR,798,1.6k
11935783,群峰伙伴618【压力好大】病毒广告,534,1.0k
11945522,COLMO x 苏州博物馆 ｜画境,1.3k,2.7k
11950425,三得利日式父亲节广告《和父亲见面》,1.1k,2.3k
11962983,NOWNESS表演力：重音,437,814
11967125,Xiaomi ES Pro 质感大片《五感奇旅》,1.0k,2.0k
11971291,林氏木业15周年广告分镜头脚本,174,347
11974853,读书日——金典,443,843
11994533,抖音｜美好生活家,1.3k,2.5k
12005462,细腻感满分日本广告《少女愁思》,1.5k,2.9k
12009230,《三星》这支广告全程玩转镜头艺术,994,2.0k
12022590,沉浸式元宇宙健身《不再枯燥》,1.0k,2.0k
12023105,夏日解暑三章-Start to cool,616,1.2k
12024667,NEST2022品牌宣传片 | 既热爱 必出色,1.2k,2.4k
12037367,本田宇宙跨世纪集结《决心的起源》,570,1.1k
12040264,良品铺子2022创意宣传短片_Dir Cut,1.5k,2.9k
12049319,Nike - Shox,416,835
12055525,百威 | 七夕 - Eyes Talk,567,1.1k
12056243,乐乐茶首支品牌TVC | 我的快乐 就在此刻,1.9k,3.9k
12057159,天猫 | 每一口精酿都是新的,548,1.0k
12057966,Calvin Klein｜IN TO THE SUMMER,1.1k,2.2k
12067123,DIAMOND DAZZLE 2022,229,434
12068771,致奇奇怪怪的我们｜POP MART,1.5k,3.0k
12070701,三十而礼 陈都灵x片仔癀,1.4k,2.8k
12073551,字节跳动｜巨量引擎中国商业生态与安全中心宣传片《回答》DIR,1.4k,2.8k
12073598,霸王茶姬x草莓音乐节 拼贴MG动画,555,1.1k
12081628,小红书陆冲官方视频｜DIR CUT,1.2k,2.4k
12082266,国窖1573高端款“品河山”2022广告片4K,1.8k,3.6k
12085505,长安汽车｜未来智能出行宣传片,217,509
12097202,日本麦当劳中秋亲情短片《被等待》,1.0k,2.0k
12097994,怡宝| 欧阳娜娜 x 相遇的夏天,303,576
12098005,40秒后运镜封神！红牛《热血沸腾》,1.2k,2.4k
12101789,中国移动 /《骑士老爸》Dir,1.1k,2.2k
12101867,K9 来自新西兰的味道,210,397
12103795,「月亮听见了」中秋品牌TVC,1.1k,2.1k
12107651,三星洗脑碰瓷Apple《我要换手机》,1.1k,2.2k
12107964,凯迪拉克LYRIQ IQer 「惊艳不止一面」车主招募视频,331,622
12110023,中国银联 | 诗三首,1.1k,2.3k
12110723,oreo奥利奥中秋 | 圆在一起，玩成一家人 Dir,285,532
12116363,Gucci 李宇春  | 《心旅人》 手袋故事,987,1.9k
12121081,YEDO✖️GLODEN EAGLE 形象TVC “感官世界”  dir,1.1k,2.2k
12123852,4k【暮江南】画船听雨眠-诗画江南,831,1.7k
12127107,共见世界-坦克x徕卡学院,917,1.8k
12127678,苏泊尔 | 京东超级品牌日「被爱发光体」 DIR VERSION,1.0k,2.0k
12127847,ROYAL CANIN｜猫的小事 都是大事,1.0k,2.1k
12133514,微粒贷/乡村振兴那些事儿,955,1.9k
12134000,Much Loved,1.4k,2.8k
12143157,泰国真的会拍保险广告《讨厌的邻居》,776,1.5k
12145362,驾驭四驱实力—奔跑吧XT5,807,1.6k
12157142,妈，勿cue！ 毛衣我穿好了！———天猫羊毛品类日,671,1.3k
12168371,彩棠首支美学观点片 | 《每一面都是美一面》Dir Cut,1.1k,2.2k
12174957,Apple Watch 视觉广告《狂野呼唤》,747,1.5k
12179056,满屏少女心！miumiu香水CG《甜心》,872,1.7k
12187066,PICO / GIVE IT A SHOT试试看,1.0k,2.0k
12188154,美的｜有本事 无添加【病毒篇 合集】,997,2.0k
12188563,万科COMORROW 品牌片导演版,1.2k,2.3k
12192484,2022京东双十一品牌片《写诗》/ BGM-许巍《故事》,1.1k,2.2k
12192776,泰国创意装修广告《不要嗯一辈子》,1.1k,2.1k
12193260,稀物集「润物无声」东方美学产品概念片,178,336
12198935,REVER × RIO｜浅野一下，即兴出逃,1.1k,2.2k
12223354,顶级创意！《解锁乐高非凡魅力》,878,1.8k
12235315,咪咕世界杯「全球全是球」,940,1.9k
12235715,2022Govee圣诞节广告视频导演版,239,452
12252574,美团外卖世界杯 看不看球赛，来点美团外卖,714,1.4k
12254833,金沙酒业  /《时光酿造美好》Dir,213,401
12257169,vivo X90 开箱视频,134,252
12260990,福州旅游形象宣传片3min版,570,1.1k
12265649,Nike创意CG《引领时尚，潮向未来》,429,869
12277659,哔哩哔哩寻光计划特别纪录《寻光》,1.3k,2.5k
12279353,乐事空气鸡胸肉脆——「白日梦想家」Dir,295,548
12282571,新西兰脑洞宣传！《来吧我的梦》,1.1k,2.1k
12282863,「vivo拍」非遗之扎染,765,1.5k
12283682,节日温情氛围广告《比中奖更重要的事》,609,1.2k
12287618,VANS｜兔兔兔破破破,646,1.3k
12288981,Calvin Klein CNY 2023,988,2.0k
12290154,vivo TWS 3 耳机-不止于真 「Hi-Fi」,269,510
12290466,HSBC汇丰银行2022，从稻草人到机器人,226,425
12293406,泰国人教你怎么拍出《真实的广告》,252,505
12294724,海上风电，巨人的远征！（别克SUV家族 x 星球研究所）,229,490
12298136,小红书2022《日子普普通通，我心扑通扑通》,915,1.8k
12299990,优酷｜《一镜》为好内容 全力以赴,624,1.2k
12301632,美团新年mini脱口秀｜「年底过好点 过好一整年」,527,1.1k
12304461,雷达RD6 | 《疯狂原始人-1》dir,194,278
12307146,TAHOE｜拥抱更大的世界,883,1.7k
12307628,BURBERRY CNY,1.1k,2.1k
12310213,蕉内｜「抱紧一点」,915,1.8k
12310266,IDEwork / Change？WhyNot！EMPHASIS艾斐诗,129,242
12313003,淘菜菜年货节新年短片《更好的年》,678,1.3k
12314427,元气森林｜福气会鸟你的,554,1.1k
12318533,Apple 新春大片《过五关》幕后,660,1.3k
12318670,丝滑转场！健身房广告《健康大V》,549,1.1k
12318858,Apple新春大片“过五关”,1.0k,2.1k
12322921,淘宝 | 春节暖心贺岁片《我回来了》,1.0k,2.0k
12323556,浙商银行 2023 CNY「有备无患」Dir Cut版,127,241
12323956,风暴挑战！智己LS7台风实验室 DIR,210,397
12324310,BMW CNY 2023  《马厂长翻译记》,761,1.5k
12324757,极致流畅视觉CG《微软动态设计》,152,309
12324915,旧疾当愈 岁月如新,269,511
12325445,Apple 开年低调回归《空间音频》,464,928
12326043,鱼灯 | 原神 2023 CNY,1.1k,2.1k
12326373,美团跑腿 魔性超短连续剧「暖暖的冬天」,214,405
12331940,中国山河，很有橙意！,156,378
12339247,宝马联名格莱美艺术家《打破常规》,973,1.9k
12340450,Apple 奇幻创意短片《控制未来》,395,789
12342025,AUDI CNY 大地烟火 DIR,1.0k,2.0k
12342605,adidas NEO | 生来好动，迎浪而上,167,312
12347662,奔驰自然质感大片《土地、海、空气》,1.0k,2.0k
12348821,2023深圳温情治愈片【开新造梦 一路向前】,1.3k,2.5k
12350318,家是我们一起迎接太阳的地方,1.0k,2.1k
12359912,新爱情故事｜天猫小黑盒 X 情人节 _Dir,584,1.2k
12362541,品味生活自定艺 Tempo得宝 x 虞书欣Keith Haring艺术系列,944,1.9k
12368701,饿了么X房琪《雨水一壶茶 万物皆可沏》,1.0k,2.1k
12376050,农夫山泉丨众澜UUU丨野渡YEDO——“接下来的十二个月”,1.0k,2.1k
12379264,周迅 x 粒子狂热2022 FW 迅系列创意广告,442,885
12383648,Lady Gaga 香槟广告《高级感》,669,1.4k
12385534,日本毕业季走心广告《这就是青春》,928,1.9k
12387268,微信支付劳动节短片：万千小店，各有一手,629,1.2k
12388102,镜头够畅快《人人模仿，从未超越》,522,1.0k
12388104,《Wǒmén自有选择》｜SKG x 深圳特区报三八节,1.2k,2.4k
12389936,泰国脑洞眼镜广告《我是6！》,442,893
12396433,镜头够哇塞！雷诺汽车《享你热爱》,657,1.3k
12397168,爱慕 | 她的故事，内衣记得,713,1.4k
12398523,韩素希清酒广告《遇见第一次美好》,1.3k,2.5k
12401325,《见南山》刘擎x李雪琴 东鹏岩板,1.1k,2.1k
12405003,THE NORTH FACE - 100个重回山野的理由,986,2.0k
12405247,小米空调唯美质感广告《柔的散文诗》,1.1k,2.1k
12406900,吸引傲娇猫猫的秘密《拿捏了》,246,484
12408412,七度空间｜天生自在 DIR Version,500,983
12410589,发发奇公益广告《换个角度看世界》,1.1k,2.2k
12411507,iPhone 14 首推新色《你好，春天》,848,1.7k
12413846,戴上耳机！小米带你穿越《原始森林》,724,1.4k
12414444,资生堂-ANESSA 产品TVC | 《阳光俱乐部》客户版,121,226
12419374,likeuu｜春桃囡囡,1.1k,2.1k
12420955,结局翻转！公益广告《恋爱脑丧尸》,130,260
12422994,完美日记 x 赵露思｜与春天更美的相见,1.2k,2.5k
12424675,new balance x nice rice - 生性自由，拥抱夏天,1.1k,2.1k
12424785,日本广告《父女的风景》幕后花絮,598,1.2k
12425186,现代汽车2023新广《打破时尚边界》,378,757
12432487,天猫上新月循环爽片《重启今日》,1.4k,2.7k
12434375,华为路由｜DIR.,995,2.0k
12435189,东风风神X中国国乒X刘国梁 许昕 陈梦 孙颖莎《皓极-无谓极限 要战便战》,250,510
12435383,在成都遇见春天——第31届成都世界大学生运动会春季团长会议主题片,119,228
12436924,<ARENA>   Director edit,1.3k,2.6k
12439195,好空气就在万物复苏的春天里｜Haier Dir,1.4k,2.8k
12439965,兰博基尼质感大片《从现在开始》,638,1.3k
12443059,韩国后拉创意转场《感受运动力量》,399,802
12446721,三得利毕业季青春广告《盖章的大人》,925,1.9k
12446771,起亚炫酷视觉广告《最佳伴侣》,181,362
12452222,SG胜加出品｜美团外卖拍了一条没有宠物的宠物广告,1.1k,2.2k
12452539,宝矿力水特最新广告《奔跑吧少年》,1.1k,2.3k
12456328,OPPO — 「诗词三境」Dir Cut,1.3k,2.6k
12457487,个性转场天花板满足你的《风格》,329,658
12465580,红旗H6X张嘉倪X王楚然双人合集丨 乘风,663,1.3k
12468087,京东汽车 X 京东运动《行春路 露春天》,1.0k,2.1k
12474001,平安信用卡_没事儿,830,1.7k
12474432,一起露营吧！日本胶片感拼接《自然》,862,1.7k
12475332,LINCOLN2023林肯航海家黄晓明代言系列,553,1.1k
12482008,欧摩 苏格兰威士忌 产品TVC,423,836
12490722,奥迪A8L「刘德华」给坚持以支持,1.2k,2.4k
12493277,创意短片「去吧！去做那个奇奇怪怪的X星球人吧！」-商场前宣,121,230
12505913,张颂文：投入生命 随遇而行,1.1k,2.2k
12506043,深圳特区报出品｜「母亲节送啥好呢」SKGx美团,347,692
12506503,Huawei AG2.0 Dir,790,1.6k
12510586,老板电器母亲节温情短片《有一家餐厅》DIR CUT,222,420
12511008,OSITREE｜自然而美  黑茶卸妆油,138,340
12512923,日本可口可乐60秒汗水转场《前进》,649,1.3k
12518458,韩国可口可乐创意广告《从天而降》,650,1.3k
12520167,听得见的想象之旅《耳机里的世界》,238,483
12524837,《母亲的嫁妆》天弘基金母亲节短片,216,432
12525305,中国民生银行《一个赞美老板的故事》Dir.,698,1.4k
12525998,Frida <Viva la vida> ｜无尽觅光 热烈绽放,659,1.3k
12526472,创意短片「我的办税厅」,528,1.1k
12542678,伊利|女足那个谁,796,1.6k
12542831,可口可乐30秒感官解渴《放大》,395,792
12544787,奥利奥｜致我们的童真心愿,668,1.3k
12548116,新加坡旅游局x微信支付__《出发吧，新加坡！》,836,1.7k
12557908,《我们都拥有海洋》Bilibili X 吴青峰 2023年毕业歌,642,1.3k
12559203,《家的想象》欧派x胡歌 官宣视频长版本,202,383
12560152,Fujifilm instax x 橘子海 x 椅子乐团｜音乐公路片,354,691
12566773,小红书x香格里拉｜The moment,298,593
12567920,奥迪✖️亚运征途赛事共创态度大片,280,552
12580439,京东20年《一个盒子 》Dir,395,788
12580444,361° 滑板纪录片 「七日尖翻」,169,341
12580535,nova11 毕业季 | 肆意张扬的青春,276,545
